,0,1,2,3,4,5,6,7,8,14,15,16,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,130,131,132,133,134,138,139,140,143,147,148,149,150,152,153,157,159,163,164,165,167,171,174,175,177,178,180,187,188,189,196,198,200,205,206
0,2.333428878495843,0.16492336527509688,2.333428878495843,0.16492336527509688,0.47950850393486116,310.44,288.264,310.172150704,118.0,0.625,1.0833333333333333,1.5833333333333333,1.8674287307806403,897.179396978031,18.733840039752497,14.50555349946514,14.50555349946514,12.359191910946029,8.303418012614795,8.303418012614795,7.020725942163691,7.020725942163691,4.094123298980726,4.094123298980726,2.574513000991806,2.574513000991806,-2.5999999999999988,742799.6987724783,13.80405480810962,5.488964511424407,2.9233491783724133,145.04564118582041,0.0,0.0,0.0,0.0,0.0,145.01827163062234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,26.186202068468653,0.0,95.55312636509196,11.126902983393991,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,37.46156607416286,78.86277189000094,0.0,23.278943197061754,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,27.817257458484978,12.152040213667762,0.0,99.63398348907283,0.0,0.34639785131772305,0.0,0.0,0.0,7.1250423424448375,0.0,29.279912409636882,3.373806131472077,6.791507931795145,0.0,0.16666666666666666,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,6.575500000000006,103.83400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.402724866153937,-1.2168107293364794,2.402724866153937,0.16951473350282875,0.41823575598752943,326.51500000000004,304.33900000000006,326.149077234,118.0,0.625,1.0833333333333333,1.5833333333333333,1.8674287307806403,903.1765720060275,18.733840039752497,14.50555349946514,15.50555349946514,12.359191910946029,8.303418012614795,11.8034180126148,7.020725942163691,12.098076211353316,4.094123298980726,6.15950743988294,2.574513000991806,3.7411796676584737,-2.383116883116882,742799.6987724783,14.001885389898806,5.6068301797278535,2.998624053286962,146.06168631680092,0.0,0.0,0.0,0.0,0.0,146.17025007772054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.41263815988834,0.0,0.0,0.0,19.64103406104326,0.0,89.98967487339495,11.126902983393991,5.186725645687458,0.0,0.0,0.0,8.073872300533118,0.0,0.0,11.126902983393991,78.86277189000094,19.64103406104326,23.278943197061754,0.0,8.073872300533118,0.0,0.0,0.0,0.0,0.0,27.44053161247544,12.152040213667762,0.0,98.50380595104423,0.0,0.3548472442368129,0.0,0.0,1.5276476351376453,5.575736123076538,0.0,29.527563184279416,3.3839530552553643,7.208174598461811,-1.2168107293364794,0.13043478260869565,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,5.823200000000005,108.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.314907407407407,0.184489480977576,2.314907407407407,0.184489480977576,0.5578532567015552,254.33200000000002,240.21999999999994,254.109550448,94.0,0.5,0.95,1.55,1.9283170896617507,772.955822256378,15.363596551749426,11.082903768654766,11.082903768654766,10.75402019542349,6.642734410091837,6.642734410091837,4.559401076758503,4.559401076758503,3.116986784085176,3.116986784085176,2.042437986036825,2.042437986036825,-2.5999999999999988,165134.50084249506,10.21902349550179,4.499773242630386,2.057089850292459,119.58587272823402,0.0,0.0,0.0,0.0,0.0,119.33498513891834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,96.05604194185656,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,84.92913895846256,0.0,23.278943197061754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.253805966787983,12.152040213667762,0.0,84.92913895846256,0.0,0.3826967364846149,0.0,0.0,0.0,5.5130600545238,0.0,30.730286922773402,3.373956286218191,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,5.278000000000004,85.13400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9.420805582281398,0.12785489890400592,9.420805582281398,0.12785489890400592,0.7713369301113411,250.34100000000004,232.19699999999995,250.135765196,96.0,0.8421052631578947,1.263157894736842,1.6842105263157894,2.357816011574507,647.1128362574497,15.620955864630139,11.566015749016968,11.566015749016968,9.786712265874595,6.366341207841816,6.366341207841816,5.6242242935316025,5.6242242935316025,2.9694054291320735,2.9694054291320735,1.7426622348960392,1.7426622348960392,-2.0199999999999996,41460.18056401939,10.861761641521401,3.9896715577785677,2.4125082089642165,114.78278073195241,0.0,0.0,0.0,0.0,0.0,114.41557253304492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,12.152040213667762,0.0,0.0,0.0,26.186202068468653,0.0,65.22129102278387,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,5.41499046939678,0.0,37.46156607416286,48.53093654769288,0.0,12.152040213667762,20.23,0.0,5.106527394840706,0.0,5.41499046939678,5.749511833283905,0.0,16.690354475090988,24.284774350590983,0.0,57.16941400984153,0.0,0.26859186035525295,0.0,0.0,9.420805582281398,4.350342816413118,0.3525685156727729,16.86616769547325,3.2219052343159484,6.769618295488258,0.0,0.2222222222222222,19.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.614100000000004,80.06280000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,6.449982626754604,-1.7697600204635415,6.449982626754604,0.12587183484504894,0.40853636839583146,364.6050000000002,332.3490000000001,364.222242174,138.0,0.7692307692307693,1.1923076923076923,1.5769230769230769,2.2459995839668667,836.1592661817554,21.328062645816683,17.527050443980873,18.527050443980873,12.721163677742105,9.3009827005557,12.209230991019563,9.464100099875752,14.188844971267342,5.135609523705612,9.49399458287675,2.251930333552344,3.2834549658769854,-1.8031168831168825,692040.8460628863,17.602746123692565,6.125038204300625,3.9580611790080766,160.7960606699283,0.0,0.0,0.0,0.0,0.0,160.9559423468443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.426005026119251,20.4694334663673,0.0,0.0,0.0,65.08970099828993,0.0,65.22129102278387,5.749511833283905,4.426005026119251,0.0,5.749511833283905,0.0,8.317393252699539,5.41499046939678,0.0,58.23277767323472,48.53093654769288,18.132287330749413,12.152040213667762,9.23,8.317393252699539,0.0,0.0,10.453255092784023,0.0,5.749511833283905,16.690354475090988,12.152040213667762,0.0,103.1673824531988,4.426005026119251,6.712132825430476,0.0,0.0,0.22799694691003047,4.52074945945436,1.0299682070307976,18.28576110430908,3.3480639802217187,18.339531941551517,-1.7697600204635415,0.4166666666666667,26.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,7.292500000000007,116.22300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.340949074074074,0.21205924036281165,2.340949074074074,0.21205924036281165,0.6476677725719374,234.34200000000004,216.19799999999995,234.140850576,90.0,0.7777777777777778,1.2777777777777777,1.7777777777777777,2.3630564447184406,602.1165239273839,14.75071237662706,11.196152422706636,11.196152422706636,9.392865415757242,6.232050807568877,6.232050807568877,5.443375672974065,5.443375672974065,2.8758897861876425,2.8758897861876425,1.7193849540244004,1.7193849540244004,-1.8199999999999994,29326.01767358748,10.135025710001619,3.8436360293580605,2.1084481941026763,109.9885469797564,0.0,0.0,0.0,0.0,0.0,109.62590037338192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,26.186202068468653,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,37.46156607416286,54.59730361615449,0.0,12.152040213667762,0.0,0.0,0.0,0.0,5.41499046939678,0.0,0.0,16.690354475090988,12.152040213667762,0.0,75.36851521522637,0.0,0.4326956963340889,0.0,0.0,0.0,4.626459057675463,0.0,20.28238042487682,3.4081183862433866,6.833679768203577,0.0,0.2222222222222222,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.9085000000000045,78.39800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.3357407407407407,0.22598356009070286,2.3357407407407407,0.22598356009070286,0.6556087314352138,220.31500000000003,204.18699999999995,220.125200512,84.0,0.8235294117647058,1.3529411764705883,1.8823529411764706,2.3513444726648403,565.9708770561793,13.828062645816686,10.27350269189626,10.27350269189626,9.092224152875016,5.925426480542941,5.925426480542941,4.392734410091836,4.392734410091836,2.7023144721330787,2.7023144721330787,1.6171768450157558,1.6171768450157558,-1.8199999999999994,22752.79474884174,9.23499097764562,3.885040941125406,2.0314153412227136,103.6236048653598,0.0,0.0,0.0,0.0,0.0,103.20507875045591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,19.76538044554264,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.45573492063363,54.59730361615449,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,16.690354475090988,12.152040213667762,0.0,68.44477801553575,0.0,0.45766361174099246,0.0,0.0,0.0,4.402448297220123,0.6272887120361866,20.24903225462208,3.4161139455782314,4.514119845469052,0.0,0.17647058823529413,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,4.7344000000000035,73.78700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.359212962962963,0.2298468600403123,2.359212962962963,0.2298468600403123,0.6417676027524581,234.34200000000004,216.19799999999995,234.140850576,90.0,0.8888888888888888,1.5,2.111111111111111,2.2199791693218676,568.1270344737925,14.372032720186704,10.817472766266278,10.817472766266278,9.71954535281284,6.542710979348698,6.542710979348698,4.416502219436388,4.416502219436388,2.8979051966167755,2.8979051966167755,1.80147025808406,1.80147025808406,-1.8199999999999994,42637.71396136769,10.135025710001619,4.8140742208126905,2.378674253470901,109.98854697975642,0.0,0.0,0.0,0.0,0.0,109.62590037338194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,26.186202068468653,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,36.45573492063363,54.59730361615449,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95281934386902,12.152040213667762,0.0,61.52104081584511,0.0,0.4641768007325364,0.0,0.0,0.0,4.471727810078731,0.0,20.392517864058544,7.246095792823961,2.2588150656395607,0.0,0.2222222222222222,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,4.953600000000004,78.31000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.444583070882674,-1.0011193459162737,2.444583070882674,0.22156946806500366,0.5364199955351271,264.444,244.28399999999993,264.13342717,96.0,0.8421052631578947,1.368421052631579,1.894736842105263,2.2584768374860738,622.5179442406458,15.457819157813608,11.903259203893182,12.903259203893182,9.865991962219567,6.689157588755425,10.396264369941976,6.050385695919574,11.525259430072488,2.813354207253895,4.282262669497579,1.9841263167823777,3.444573448569484,-1.6031168831168827,44220.7885932752,11.242591554332677,4.498050794638818,3.0470977409192597,117.36953422513353,0.0,0.0,0.0,0.0,0.0,117.19870044340614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22591251420088,0.0,0.0,0.0,25.68512983795973,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,8.073872300533118,6.044095776916472,0.0,16.690354475090988,54.59730361615449,19.64103406104326,12.152040213667762,0.0,8.073872300533118,0.0,0.0,0.0,0.0,0.0,22.73445025200746,12.152040213667762,0.0,74.23833767719776,0.0,0.4491090018826458,0.0,0.0,0.0,4.506459286904063,0.0,21.800412994960254,3.439166627299068,7.333749212648023,-1.0011193459162737,0.2222222222222222,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,5.030900000000004,86.74800000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
