,21,83,93,166,237,277,298,380,417,423,500,515,516,583,589,619,620,691,724,746,748,790,799,814,822,866,883,887,900,984,1032,1034,1116,1160,1196,1247,1432,1442,1446,1498,1510,1514,1519,1533,1539,1564,1572,1597,1605,1630,1636,1660,1719,1733,1760,1769,1781,1794,1814,1820,1851,1866,1895,1921,1937,2009,2015,2020,2095,2103,2104,2159,2168,2217,2222,2247,2273,2329,2342,2352,2398,2411,2416,2429,2432,2437,2439,2480,2493,2508,2552,2569,2578,2584,2606,2647,2706,2728,2750,2766,2768,2814,2818,2854,2857,2906,2925,2984,2996,3002,3051,3093,3106,3155
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,13
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,13
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,14
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,8
4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,8
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,9
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,9
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,1,9
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,1,9
