Smiles
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(C#N)c(*)c(*)c(C#N)c1O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1c(C)c(C)c(N4C(=O)c5cc(*)c(*)cc5C4=O)c(C)c1C)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1c(C)cc(C)c(N4C(=O)c5cc(*)c(*)cc5C4=O)c1C)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1c(C)cc(-c4cc(C)c(N5C(=O)c6cc(*)c(*)cc6C5=O)c(C)c4)cc1C)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1c(C)cc(-c4cc(C)c(N5C(=O)c6cc(*)c(*)cc6C5=O)c5ccccc45)c4ccccc14)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1ccc(C(c4ccc(N5C(=O)c6cc(*)c(*)cc6C5=O)cc4)(C(F)(F)F)C(F)(F)F)cc1)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1cc(C)cc(C(c4cc(C)cc(N5C(=O)c6cc(*)c(*)cc6C5=O)c4)(C(F)(F)F)C(F)(F)F)c1)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)C(=O)N(c1ccc(Oc4ccc(N5C(=O)c6cc(*)c(*)cc6C5=O)cc4)cc1)C3=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1cc3c(cc1O4)S(=O)(=O)c1cc(*)c(*)cc1S3(=O)=O)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(C(F)(F)F)c(*)c(*)c1C(F)(F)F)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(S(=O)(=O)c3ccccc3)c(*)c(*)c1S(=O)(=O)c1ccccc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(S(=O)(=O)c3cc(F)cc(F)c3)c(*)c(*)c1S(=O)(=O)c1cc(F)cc(F)c1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(S(=O)(=O)c3ccc(-c5ccccc5)cc3)c(*)c(*)c1S(=O)(=O)c1ccc(-c3ccccc3)cc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(S(=O)(=O)c3ccc([Si](C)(C)C)cc3)c(*)c(*)c1S(=O)(=O)c1ccc([Si](C)(C)C)cc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(C(=O)c3ccc([Si](C)(C)C)cc3)c(*)c(*)c1C(=O)c1ccc([Si](C)(C)C)cc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(C(=O)c3ccc(-c5ccccc5)cc3)c(*)c(*)c1C(=O)c1ccc(-c3ccccc3)cc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(C(=O)c3cc(F)cc(F)c3)c(*)c(*)c1C(=O)c1cc(F)cc(F)c1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3C(C)(CC)C1C)Oc1c(c(C(=O)c3ccccc3)c(*)c(*)c1C(=O)c1ccccc1)O4)C(C)C2(C)CC
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1c(C#N)c(*)c(*)c(C#N)c1O3
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3c(cc21)Oc1cc2c(cc1O3)C(=O)N(c1c(C)c(C)c(N3C(=O)c4cc(*)c(*)cc4C3=O)c(C)c1C)C2=O
