0,1,2,3,4,5,6,7,8,14,15,16,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,130,131,132,133,134,138,139,140,143,147,148,149,150,152,153,157,159,163,164,165,167,171,174,175,177,178,180,187,188,189,196,198,200,205,206
2.333428878,0.164923365,2.333428878,0.164923365,0.479508504,310.44,288.264,310.1721507,118,0.625,1.083333333,1.583333333,1.867428731,897.179397,18.73384004,14.5055535,14.5055535,12.35919191,8.303418013,8.303418013,7.020725942,7.020725942,4.094123299,4.094123299,2.574513001,2.574513001,-2.6,742799.6988,13.80405481,5.488964511,2.923349178,145.0456412,0,0,0,0,0,145.0182716,0,0,0,0,0,0,0,0,12.15204021,0,0,0,26.18620207,0,95.55312637,11.12690298,0,0,0,0,0,5.414990469,0,37.46156607,78.86277189,0,23.2789432,0,0,0,0,5.414990469,0,0,27.81725746,12.15204021,0,99.63398349,0,0.346397851,0,0,0,7.125042342,0,29.27991241,3.373806131,6.791507932,0,0.166666667,24,0,0,0,0,0,3,0,3,0,0,2,3,0,0,0,3,6.5755,103.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.402724866,-1.216810729,2.402724866,0.169514734,0.418235756,326.515,304.339,326.1490772,118,0.625,1.083333333,1.583333333,1.867428731,903.176572,18.73384004,14.5055535,15.5055535,12.35919191,8.303418013,11.80341801,7.020725942,12.09807621,4.094123299,6.15950744,2.574513001,3.741179668,-2.383116883,742799.6988,14.00188539,5.60683018,2.998624053,146.0616863,0,0,0,0,0,146.1702501,0,0,0,0,0,0,0,0,25.41263816,0,0,0,19.64103406,0,89.98967487,11.12690298,5.186725646,0,0,0,8.073872301,0,0,11.12690298,78.86277189,19.64103406,23.2789432,0,8.073872301,0,0,0,0,0,27.44053161,12.15204021,0,98.50380595,0,0.354847244,0,0,1.527647635,5.575736123,0,29.52756318,3.383953055,7.208174598,-1.216810729,0.130434783,24,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,3,5.8232,108.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.314907407,0.184489481,2.314907407,0.184489481,0.557853257,254.332,240.22,254.1095504,94,0.5,0.95,1.55,1.92831709,772.9558223,15.36359655,11.08290377,11.08290377,10.7540202,6.64273441,6.64273441,4.559401077,4.559401077,3.116986784,3.116986784,2.042437986,2.042437986,-2.6,165134.5008,10.2190235,4.499773243,2.05708985,119.5858727,0,0,0,0,0,119.3349851,0,0,0,0,0,0,0,0,12.15204021,0,0,0,0,0,96.05604194,11.12690298,0,0,0,0,0,0,0,11.12690298,84.92913896,0,23.2789432,0,0,0,0,0,0,0,22.25380597,12.15204021,0,84.92913896,0,0.382696736,0,0,0,5.513060055,0,30.73028692,3.373956286,0,0,0,20,0,0,0,0,0,3,0,3,0,0,2,3,0,0,0,3,5.278,85.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.420805582,0.127854899,9.420805582,0.127854899,0.77133693,250.341,232.197,250.1357652,96,0.842105263,1.263157895,1.684210526,2.357816012,647.1128363,15.62095586,11.56601575,11.56601575,9.786712266,6.366341208,6.366341208,5.624224294,5.624224294,2.969405429,2.969405429,1.742662235,1.742662235,-2.02,41460.18056,10.86176164,3.989671558,2.412508209,114.7827807,0,0,0,0,0,114.4155725,0,0,0,0,0,0,0,5.106527395,12.15204021,0,0,0,26.18620207,0,65.22129102,5.749511833,0,0,5.749511833,0,5.106527395,5.414990469,0,37.46156607,48.53093655,0,12.15204021,20.23,0,5.106527395,0,5.414990469,5.749511833,0,16.69035448,24.28477435,0,57.16941401,0,0.26859186,0,0,9.420805582,4.350342816,0.352568516,16.8661677,3.221905234,6.769618295,0,0.222222222,19,1,1,0,0,0,2,0,2,1,1,3,2,0,0,0,2,4.6141,80.0628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6.449982627,-1.76976002,6.449982627,0.125871835,0.408536368,364.605,332.349,364.2222422,138,0.769230769,1.192307692,1.576923077,2.245999584,836.1592662,21.32806265,17.52705044,18.52705044,12.72116368,9.300982701,12.20923099,9.4641001,14.18884497,5.135609524,9.493994583,2.251930334,3.283454966,-1.803116883,692040.8461,17.60274612,6.125038204,3.958061179,160.7960607,0,0,0,0,0,160.9559423,0,0,0,0,0,0,0,4.426005026,20.46943347,0,0,0,65.089701,0,65.22129102,5.749511833,4.426005026,0,5.749511833,0,8.317393253,5.414990469,0,58.23277767,48.53093655,18.13228733,12.15204021,9.23,8.317393253,0,0,10.45325509,0,5.749511833,16.69035448,12.15204021,0,103.1673825,4.426005026,6.712132825,0,0,0.227996947,4.520749459,1.029968207,18.2857611,3.34806398,18.33953194,-1.76976002,0.416666667,26,0,1,0,0,0,2,0,2,1,0,4,4,0,0,0,2,7.2925,116.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.340949074,0.21205924,2.340949074,0.21205924,0.647667773,234.342,216.198,234.1408506,90,0.777777778,1.277777778,1.777777778,2.363056445,602.1165239,14.75071238,11.19615242,11.19615242,9.392865416,6.232050808,6.232050808,5.443375673,5.443375673,2.875889786,2.875889786,1.719384954,1.719384954,-1.82,29326.01767,10.13502571,3.843636029,2.108448194,109.988547,0,0,0,0,0,109.6259004,0,0,0,0,0,0,0,0,12.15204021,0,0,0,26.18620207,0,71.28765809,0,0,0,0,0,0,5.414990469,0,37.46156607,54.59730362,0,12.15204021,0,0,0,0,5.414990469,0,0,16.69035448,12.15204021,0,75.36851522,0,0.432695696,0,0,0,4.626459058,0,20.28238042,3.408118386,6.833679768,0,0.222222222,18,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,4.9085,78.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.335740741,0.22598356,2.335740741,0.22598356,0.655608731,220.315,204.187,220.1252005,84,0.823529412,1.352941176,1.882352941,2.351344473,565.9708771,13.82806265,10.27350269,10.27350269,9.092224153,5.925426481,5.925426481,4.39273441,4.39273441,2.702314472,2.702314472,1.617176845,1.617176845,-1.82,22752.79475,9.234990978,3.885040941,2.031415341,103.6236049,0,0,0,0,0,103.2050788,0,0,0,0,0,0,0,0,12.15204021,0,0,0,19.76538045,0,71.28765809,0,0,0,0,0,0,0,0,36.45573492,54.59730362,0,12.15204021,0,0,0,0,0,5.917906046,0,16.69035448,12.15204021,0,68.44477802,0,0.457663612,0,0,0,4.402448297,0.627288712,20.24903225,3.416113946,4.514119845,0,0.176470588,17,0,0,0,0,0,2,0,2,0,0,2,3,0,0,0,2,4.7344,73.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.359212963,0.22984686,2.359212963,0.22984686,0.641767603,234.342,216.198,234.1408506,90,0.888888889,1.5,2.111111111,2.219979169,568.1270345,14.37203272,10.81747277,10.81747277,9.719545353,6.542710979,6.542710979,4.416502219,4.416502219,2.897905197,2.897905197,1.801470258,1.801470258,-1.82,42637.71396,10.13502571,4.814074221,2.378674253,109.988547,0,0,0,0,0,109.6259004,0,0,0,0,0,0,0,0,12.15204021,0,0,0,26.18620207,0,71.28765809,0,0,0,0,0,0,6.420821623,0,36.45573492,54.59730362,0,12.15204021,0,0,0,0,0,0,0,35.95281934,12.15204021,0,61.52104082,0,0.464176801,0,0,0,4.47172781,0,20.39251786,7.246095793,2.258815066,0,0.222222222,18,0,0,0,0,0,2,0,2,0,0,2,5,0,0,0,2,4.9536,78.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.444583071,-1.001119346,2.444583071,0.221569468,0.536419996,264.444,244.284,264.1334272,96,0.842105263,1.368421053,1.894736842,2.258476837,622.5179442,15.45781916,11.9032592,12.9032592,9.865991962,6.689157589,10.39626437,6.050385696,11.52525943,2.813354207,4.282262669,1.984126317,3.444573449,-1.603116883,44220.78859,11.24259155,4.498050795,3.047097741,117.3695342,0,0,0,0,0,117.1987004,0,0,0,0,0,0,0,0,20.22591251,0,0,0,25.68512984,0,71.28765809,0,0,0,0,0,8.073872301,6.044095777,0,16.69035448,54.59730362,19.64103406,12.15204021,0,8.073872301,0,0,0,0,0,22.73445025,12.15204021,0,74.23833768,0,0.449109002,0,0,0,4.506459287,0,21.80041299,3.439166627,7.333749213,-1.001119346,0.222222222,19,0,0,0,0,0,2,0,2,0,0,3,4,0,0,0,2,5.0309,86.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
