1.755874855999999928e+00,1.967079734000000135e+00,1.677606953000000178e+00,1.278753601000000018e+00,2.416640506999999882e+00,1.679427896999999836e+00
2.938490902000000293e+00,3.333352568000000460e+00,2.837448933000000117e+00,2.348963222500000114e+00,3.448483450999999977e+00,2.630869274000000146e+00
1.641917800000000094e+00,1.819724191999999796e+00,1.041392684999999929e+00,4.671929860000000323e-01,1.659119034000000159e+00,5.985808270000000375e-01
-7.981204740000003017e-01,-9.410891859999996889e-01,-2.306609796000000046e+00,-3.135531999999999986e+00,-1.762205006999999934e+00,-3.238992591000000143e+00
1.881909440999999905e+00,2.167106657500000200e+00,1.629398750250000028e+00,1.201691205249999950e+00,2.399409004999999873e+00,1.543342098000000107e+00
1.288516879999999976e+00,1.476747109000000169e+00,6.334684560000000131e-01,4.795860800000001367e-02,1.397940009000000039e+00,2.137314449999999921e-01
1.938135094000000169e+00,2.155551646000000154e+00,1.462397998000000143e+00,9.590413920000000481e-01,2.079181246000000094e+00,1.130944697999999971e+00
1.568201724000000130e+00,1.672097858000000103e+00,1.361727836000000025e+00,1.278753601000000018e+00,2.000000000000000000e+00,1.113943351999999942e+00
-7.752174010000001392e-01,-9.151579860000000899e-01,-2.275161081999999446e+00,-3.101684916000000403e+00,-1.730020323000000193e+00,-3.202920530000000099e+00
2.021143346999999757e+00,2.251947418999999950e+00,1.568201724000000130e+00,1.041392684999999929e+00,2.204119983000000005e+00,1.214871028999999991e+00
1.139433519999999422e-01,-5.686362360000001281e-01,-1.397940009000000261e+00,-2.045757490999999817e+00,-9.394128740000002864e-01,-2.000000000000000000e+00
1.071658927999999955e+00,1.217856081999999951e+00,3.673559210000000297e-01,-1.023729090000000119e-01,1.045322979000000041e+00,6.709428200000000508e-02
1.548451586999999963e+00,1.714470603999999954e+00,9.138138519999999820e-01,3.300720710000000224e-01,1.530124309000000071e+00,4.530602189999999863e-01
1.526627840000001068e-01,1.426536249999998951e-01,-9.913998279999998164e-01,-1.717639439999999684e+00,-3.962337529999999663e-01,-1.720089105999999646e+00
1.815812051999999843e+00,2.015548903000000003e+00,1.278753601000000018e+00,7.223069840000000408e-01,1.899114221000000047e+00,8.693224870000000326e-01
1.530906716999999917e+00,1.735052046999999931e+00,9.444826720000000231e-01,3.771178570000000563e-01,1.672097858000000103e+00,5.470483240000000302e-01
7.496806480000000050e-01,6.730011200000001192e-01,-4.343511015000001141e-01,-1.231008599499999967e+00,1.215953825000000155e-01,-1.291081103000000008e+00
2.296347294999999900e+00,2.299268463999999845e+00,1.180985580999999840e+00,4.578818970000000377e-01,1.520090328000000213e+00,7.554696099999996806e-02
3.620488501937499493e+00,4.028191103562500430e+00,3.733584470874999894e+00,3.444648008874999778e+00,4.361736348999999180e+00,3.766272206500000497e+00
1.894214532333333478e+00,2.026970539333333488e+00,1.228691921333333381e+00,5.352189553333333016e-01,1.825009827666666640e+00,6.062471316666666610e-01
1.683947131000000041e+00,1.896602003000000147e+00,1.153929057999999896e+00,6.003968109999999747e-01,1.812913356999999781e+00,7.713857990000000386e-01
8.884214318333333305e-01,1.133609091666666568e+00,3.543444681666667040e-01,-2.771165866666666644e-01,1.276864596333333379e+00,5.541658950000000194e-02
2.585863226999999931e+00,2.866196879499999906e+00,2.307711976500000262e+00,1.760569041500000154e+00,3.165206887000000080e+00,1.931065689499999793e+00
2.188736157800000193e+00,2.435503870000000237e+00,1.787784843000000068e+00,1.269410516200000227e+00,2.413794777400000147e+00,1.449940246799999999e+00
1.879477653000000137e+00,2.099922161999999926e+00,1.397940009000000039e+00,8.976270909999999326e-01,2.041392684999999929e+00,1.078023587999999977e+00
-3.891357610000003575e-01,-4.674731730000001306e-01,-1.730940079000000020e+00,-2.512492583999999862e+00,-1.143981546000000016e+00,-2.563633015000000182e+00
4.250420002000000252e+00,4.565847819000000030e+00,4.271841606999999819e+00,4.220108087999999924e+00,4.645422268999999993e+00,4.544068043999999418e+00
1.799674113000000020e+00,1.960270574000000154e+00,1.084576277999999894e+00,2.810333669999999784e-01,1.715334684000000109e+00,2.900346109999999977e-01
1.413973101999999926e+00,1.563476048000000063e+00,7.308646259999999062e-01,1.335889630000000050e-01,1.346352973999999980e+00,2.450278030000000162e-01
3.301196002666666018e+00,3.752252904333333472e+00,3.165149632000000324e+00,2.449949144666666800e+00,3.735274666333333382e+00,2.542817190333333421e+00
6.936997829999999032e-01,7.519228350000000116e-01,-2.528990689999999208e-01,-9.239035350000001090e-01,3.504630120000000737e-01,-8.777308740000000498e-01
5.654319979999999912e-01,7.853298349999999761e-01,-9.151498099999988423e-02,-6.382721639999999752e-01,1.025305864999999983e+00,-3.179056389999999621e-01
